Elapsed time;jp@gc - Ultimate Thread Group
04:38:19,900;60.0
04:38:22,800;60.0
04:38:24,900;60.0
04:38:40,0;60.0
04:38:40,500;60.0
04:38:42,300;60.0
04:39:44,800;60.0
04:39:45,200;60.0
04:40:02,900;60.0
04:40:07,900;60.0
04:40:10,300;60.0
04:40:19,100;60.0
04:40:22,900;60.0
04:40:31,200;60.0
04:40:53,300;60.0
04:41:31,200;60.0
04:41:45,200;60.0
04:42:01,500;60.0
04:42:03,0;60.0
04:42:05,600;60.0
04:42:06,300;60.0
04:42:09,400;60.0
04:42:21,700;60.0
04:42:26,600;60.0
04:42:39,400;60.0
04:42:43,600;60.0
04:42:47,600;60.0
04:42:50,200;60.0
04:43:17,600;60.0
04:43:26,900;60.0
04:43:40,300;60.0
04:43:54,500;60.0
04:44:22,100;60.0
04:44:30,200;60.0
04:44:31,500;60.0
04:44:32,900;60.0
04:45:01,100;60.0
04:45:03,900;60.0
04:45:05,800;60.0
04:45:08,300;60.0
04:45:48,200;60.0
04:45:53,0;60.0
04:45:55,200;60.0
04:46:00,700;60.0
04:46:28,0;60.0
04:46:42,700;60.0
04:46:48,900;60.0
04:46:55,200;60.0
04:46:59,200;60.0
04:47:22,0;60.0
04:47:42,0;60.0
04:48:05,600;60.0
04:48:16,100;60.0
04:48:19,800;60.0
04:48:25,100;60.0
04:48:38,900;60.0
04:48:43,0;60.0
04:49:00,900;60.0
04:49:38,500;60.0
04:49:54,400;60.0
04:50:03,700;60.0
04:50:04,400;60.0
04:50:08,900;60.0
04:50:21,500;60.0
04:50:37,900;60.0
04:50:46,100;60.0
04:51:02,100;60.0
04:51:20,300;60.0
04:51:30,300;60.0
04:51:42,700;60.0
04:51:46,100;60.0
04:51:51,700;60.0
04:51:52,900;60.0
04:52:03,100;60.0
04:52:05,900;60.0
04:52:27,400;60.0
04:53:16,700;60.0
04:53:22,100;60.0
04:53:26,300;60.0
04:53:29,700;60.0
04:53:44,400;60.0
04:53:45,400;60.0
04:53:46,900;60.0
04:54:04,500;60.0
04:54:41,800;60.0
04:55:06,900;60.0
04:55:07,800;60.0
04:55:26,600;60.0
04:55:26,700;60.0
04:55:26,900;60.0
04:55:33,100;60.0
04:55:39,300;60.0
04:56:13,400;60.0
04:56:23,900;60.0
04:56:27,800;60.0
04:56:40,100;60.0
04:56:53,500;60.0
04:57:05,0;60.0
04:57:09,900;60.0
04:57:51,400;60.0
04:58:00,0;60.0
04:58:06,700;60.0
04:58:14,800;60.0
04:58:22,300;60.0
04:58:23,0;60.0
04:58:38,800;60.0
04:58:43,900;60.0
04:59:13,200;60.0
04:59:30,400;60.0
04:59:32,100;60.0
04:59:48,900;60.0
04:59:49,900;60.0
05:00:07,300;60.0
05:00:07,600;60.0
05:00:49,300;60.0
05:01:04,400;60.0
05:01:05,600;60.0
05:01:25,500;60.0
05:01:26,200;60.0
05:01:44,200;60.0
05:01:45,500;60.0
05:01:48,200;60.0
05:02:31,500;60.0
05:02:32,800;60.0
05:02:37,400;60.0
05:03:03,200;60.0
05:03:07,0;60.0
05:03:18,800;60.0
05:03:30,100;60.0
05:04:06,900;60.0
05:04:10,300;60.0
05:04:11,100;60.0
05:04:15,300;60.0
05:04:32,500;60.0
05:04:47,900;60.0
05:04:59,700;60.0
05:05:39,800;60.0
05:05:47,0;60.0
05:05:48,800;60.0
05:05:49,400;60.0
05:06:05,500;60.0
05:06:25,800;60.0
05:07:06,400;60.0
05:07:20,0;60.0
05:07:25,500;60.0
05:07:37,900;60.0
05:07:42,0;60.0
05:07:47,300;60.0
05:07:56,300;60.0
05:08:00,300;60.0
05:09:02,600;60.0
05:09:02,700;60.0
05:09:04,200;60.0
05:09:22,400;60.0
05:09:30,200;60.0
05:09:31,0;60.0
05:09:35,300;60.0
05:09:39,500;60.0
05:10:19,200;60.0
05:10:50,600;60.0
05:10:52,0;60.0
05:10:52,600;60.0
05:11:10,400;60.0
05:11:12,200;60.0
05:11:27,700;60.0
05:12:08,0;60.0
05:12:08,900;60.0
05:12:29,800;60.0
05:12:30,400;60.0
05:12:47,300;60.0
05:12:48,0;60.0
05:12:52,400;60.0
05:13:00,300;60.0
05:13:07,200;60.0
05:13:09,400;60.0
05:13:58,100;60.0
05:13:58,900;60.0
05:14:09,200;60.0
05:14:17,300;60.0
05:14:23,200;60.0
05:14:38,200;60.0
05:14:44,800;59.0
05:15:29,0;59.0
05:15:31,600;59.0
05:15:37,700;59.0
05:15:48,600;58.0
05:15:53,900;57.0
05:15:54,100;57.0
05:16:11,900;57.0
05:16:14,0;57.0
05:16:39,900;57.0
05:16:59,500;56.0
05:17:00,100;56.0
05:17:10,0;55.0
05:17:20,900;55.0
05:17:25,700;54.0
05:17:40,800;53.0
05:18:05,500;52.0
05:18:20,0;51.0
05:18:26,0;50.0
05:18:38,200;50.0
05:18:41,0;49.0
05:18:49,400;48.0
05:19:02,800;48.0
05:19:05,800;47.0
05:19:08,600;47.0
05:19:59,600;46.0
05:20:04,500;46.0
05:20:05,800;45.0
05:20:16,400;44.0
05:20:17,200;43.0
05:20:26,900;42.0
05:20:33,800;41.0
05:20:35,800;40.0
05:21:33,0;39.0
05:21:37,400;38.0
05:21:57,600;37.0
05:22:01,800;36.0
05:22:06,200;35.0
05:22:10,0;34.0
05:22:13,800;33.0
05:22:17,0;32.0
05:22:19,800;30.5
05:22:30,500;29.0
05:22:32,300;28.0
05:22:42,100;27.0
05:22:57,400;26.0
05:23:03,900;25.0
05:23:19,400;24.0
05:23:24,400;23.0
05:24:15,900;22.0
05:24:23,300;21.0
05:24:34,100;20.0
05:24:39,500;19.0
05:25:34,100;18.0
05:25:54,800;17.0
05:25:58,500;16.0
05:26:47,600;15.0
05:27:07,0;14.0
05:28:00,600;13.0
05:28:18,900;12.0
05:29:11,200;11.0
05:30:19,600;10.0
05:31:29,900;14.0
05:32:27,0;17.0
05:32:32,600;17.0
05:32:53,400;18.0
05:33:16,100;20.0
05:33:16,200;20.0
05:33:34,0;20.0
05:33:45,300;21.0
05:33:54,0;22.0
05:33:54,500;21.0
05:33:57,900;21.0
05:34:05,600;21.0
05:34:10,300;22.0
05:34:12,800;22.0
05:34:22,400;22.0
05:34:42,300;24.0
05:34:52,600;24.0
05:35:04,100;25.0
05:35:08,400;25.0
05:35:14,500;25.0
05:35:19,700;25.0
05:35:41,200;27.0
05:35:46,400;27.0
05:35:53,900;28.0
05:35:58,100;28.0
05:36:19,200;29.0
05:36:24,200;30.0
05:36:25,100;30.0
05:36:26,700;30.0
05:36:36,200;29.0
05:36:43,800;30.0
05:37:07,200;31.0
05:38:02,300;35.0
05:38:03,400;35.0
05:38:04,500;34.0
05:38:18,200;35.0
05:38:23,900;36.0
05:38:34,800;36.0
05:38:39,0;37.0
05:38:46,100;37.0
05:38:54,700;38.0
05:39:02,200;38.0
05:39:12,200;39.0
05:39:21,800;39.0
05:39:22,500;39.0
05:39:25,100;40.0
05:39:39,700;40.0
05:39:39,800;40.0
05:39:45,0;40.0
05:40:46,700;44.0
05:40:47,100;44.0
05:41:00,300;44.0
05:41:01,400;44.0
05:41:03,500;44.0
05:41:07,0;44.0
05:41:09,700;45.0
05:41:25,200;46.0
05:41:53,600;48.0
05:42:17,600;49.0
05:42:36,0;50.0
05:42:41,900;51.0
05:42:42,400;51.0
05:42:46,100;51.0
05:43:02,400;51.0
05:43:02,600;51.0
05:43:04,0;51.0
05:43:45,200;54.0
05:43:53,800;55.0
05:44:05,0;55.0
05:44:21,800;56.0
05:44:27,600;57.0
05:44:31,900;57.0
05:44:32,0;57.0
05:44:40,300;58.0
05:44:49,400;58.0
05:44:51,100;58.0
05:45:01,200;59.0
05:45:06,0;59.0
05:45:16,100;60.0
05:46:25,100;60.0
05:46:25,800;60.0
05:46:27,800;60.0
05:46:34,400;60.0
05:46:35,200;60.0
05:46:50,100;60.0
05:46:53,900;60.0
05:46:57,600;60.0
05:47:02,800;60.0
05:47:12,600;60.0
05:47:38,400;60.0
05:47:42,0;60.0
05:48:28,500;60.0
05:48:29,900;60.0
05:48:34,600;60.0
05:48:44,800;60.0
05:48:47,900;60.0
05:49:10,200;60.0
05:49:20,500;60.0
05:49:32,0;60.0
05:49:33,800;60.0
05:49:46,300;60.0
05:50:00,500;60.0
05:50:05,200;60.0
05:50:06,300;60.0
05:50:23,600;60.0
05:50:52,100;60.0
05:51:01,400;60.0
05:51:11,300;60.0
05:51:22,200;60.0
05:51:26,200;60.0
05:51:27,600;60.0
05:51:28,700;60.0
05:51:38,900;60.0
05:52:03,300;60.0
05:52:14,300;60.0
05:52:38,700;60.0
05:52:50,900;60.0
05:52:57,100;60.0
05:53:05,900;60.0
05:53:06,300;60.0
05:53:19,300;60.0
05:53:23,900;60.0
05:53:26,900;60.0
05:53:49,500;60.0
05:53:59,400;60.0
05:54:15,900;60.0
05:54:27,400;60.0
05:54:37,500;60.0
05:54:37,800;60.0
05:54:58,600;60.0
05:55:04,600;60.0
05:55:12,100;60.0
05:55:43,400;60.0
05:55:49,100;60.0
05:55:55,500;60.0
05:56:07,400;60.0
05:56:33,500;60.0
05:56:33,700;60.0
05:56:33,800;60.0
05:56:37,0;60.0
05:56:40,100;60.0
05:56:41,700;60.0
05:57:29,500;60.0
05:57:32,500;60.0
05:57:39,400;60.0
05:58:13,600;60.0
05:58:18,100;60.0
05:58:18,900;60.0
05:58:55,500;60.0
05:59:00,0;60.0
05:59:08,100;60.0
05:59:27,0;60.0
05:59:47,800;60.0
05:59:48,800;60.0
05:59:49,900;60.0
05:59:51,0;60.0
05:59:52,800;60.0
06:00:00,100;60.0
06:00:29,500;60.0
06:00:32,100;60.0
06:00:34,0;60.0
06:00:45,700;60.0
06:00:53,800;60.0
06:01:13,700;60.0
06:01:15,700;60.0
06:01:21,100;60.0
06:01:33,500;60.0
06:01:50,700;60.0
06:01:54,400;60.0
06:02:08,500;60.0
06:02:10,200;60.0
06:02:17,500;60.0
06:02:32,300;60.0
06:02:32,400;60.0
06:02:53,900;60.0
06:03:09,800;60.0
06:03:23,600;60.0
06:03:27,400;60.0
06:03:41,300;60.0
06:03:41,500;60.0
06:04:04,800;60.0
06:04:53,0;60.0
06:04:53,100;60.0
06:05:14,200;60.0
06:05:41,400;60.0
06:05:46,500;60.0
06:05:51,300;60.0
06:05:54,400;60.0
06:05:58,500;60.0
06:06:12,400;60.0
06:06:30,900;60.0
06:06:33,600;60.0
06:06:34,700;60.0
06:06:48,100;60.0
06:06:55,100;60.0
06:07:35,200;60.0
06:08:00,800;60.0
06:08:07,600;60.0
06:08:16,200;60.0
06:08:33,600;60.0
06:08:38,800;60.0
06:08:41,0;60.0
06:08:41,100;60.0
06:09:19,500;60.0
06:09:24,500;60.0
06:09:27,500;60.0
06:09:28,900;60.0
06:09:57,400;60.0
06:10:09,500;60.0
06:10:42,500;60.0
06:10:51,400;60.0
06:10:54,100;60.0
06:10:58,100;60.0
06:11:23,300;60.0
06:11:27,800;60.0
06:11:31,500;60.0
06:11:31,900;60.0
06:12:09,700;60.0
06:12:12,600;60.0
06:12:17,600;60.0
06:12:43,600;60.0
06:12:54,300;60.0
06:13:17,100;60.0
06:13:18,500;60.0
06:13:19,100;60.0
06:13:21,200;60.0
06:13:27,400;60.0
06:13:31,0;60.0
06:13:35,900;60.0
06:13:53,600;60.0
06:13:56,800;60.0
06:14:08,0;60.0
06:14:35,900;60.0
06:14:36,300;60.0
06:14:42,400;60.0
06:15:26,0;60.0
06:15:27,0;60.0
06:15:27,800;60.0
06:16:05,900;60.0
06:16:10,700;60.0
06:16:16,600;60.0
06:16:31,0;60.0
06:16:37,900;60.0
06:17:06,0;60.0
06:17:24,700;60.0
06:17:47,500;60.0
06:18:10,200;60.0
06:18:26,500;60.0
06:18:52,700;60.0
06:19:03,800;60.0
06:19:15,400;60.0
06:19:27,800;60.0
06:19:29,400;60.0
06:19:32,600;60.0
06:20:05,500;60.0
06:20:17,800;60.0
06:20:20,800;60.0
06:20:49,200;60.0
06:21:09,500;60.0
06:21:32,700;60.0
06:21:37,100;60.0
06:21:41,700;60.0
06:22:03,100;60.0
06:22:15,500;60.0
06:22:18,0;60.0
06:22:23,800;60.0
06:23:03,0;60.0
06:23:03,700;60.0
06:23:34,800;60.0
06:23:59,600;60.0
06:24:00,200;60.0
06:24:00,700;60.0
06:24:10,900;60.0
06:24:46,200;60.0
06:25:00,100;60.0
06:25:09,100;60.0
06:25:23,100;60.0
06:25:38,200;60.0
06:25:56,500;60.0
06:25:57,0;60.0
06:26:22,400;60.0
06:26:27,200;60.0
06:26:42,100;60.0
06:27:08,700;60.0
06:27:24,400;60.0
06:27:33,700;60.0
06:27:58,500;60.0
06:28:01,200;60.0
06:28:03,600;60.0
06:28:08,600;60.0
06:28:22,600;60.0
06:28:46,0;60.0
06:29:04,800;60.0
06:29:22,300;60.0
06:29:40,300;60.0
06:29:40,700;60.0
06:29:49,100;60.0
06:30:08,0;60.0
06:30:46,900;60.0
06:31:11,100;60.0
06:31:12,100;60.0
06:31:27,300;60.0
06:31:51,300;60.0
06:31:54,500;60.0
06:32:01,800;60.0
06:32:08,200;60.0
06:32:23,700;60.0
06:33:09,200;60.0
06:33:36,700;60.0
06:33:45,200;60.0
06:33:51,200;60.0
06:34:00,500;60.0
06:34:07,100;60.0
06:34:26,400;60.0
06:34:28,500;60.0
06:34:57,900;60.0
06:35:09,900;60.0
06:35:27,700;60.0
06:35:31,600;60.0
06:35:38,500;60.0
06:35:50,300;60.0
06:35:50,400;60.0
06:36:13,600;60.0
06:36:20,400;60.0
06:36:20,800;60.0
06:36:39,0;60.0
06:37:06,300;60.0
06:37:09,400;60.0
06:37:12,500;60.0
06:37:50,0;60.0
06:38:04,700;60.0
06:38:21,600;60.0
06:38:35,300;60.0
06:38:36,300;60.0
06:38:38,300;60.0
06:38:46,500;60.0
06:38:59,800;60.0
06:39:19,900;60.0
06:39:24,800;60.0
06:40:05,800;60.0
06:40:07,300;60.0
06:40:32,300;60.0
06:40:33,900;60.0
06:40:46,800;60.0
06:40:54,0;60.0
06:41:02,200;60.0
06:41:35,600;60.0
06:41:36,100;60.0
06:41:38,900;60.0
06:41:53,100;60.0
06:41:53,800;60.0
06:41:55,200;60.0
06:42:04,0;60.0
06:42:09,400;60.0
06:42:52,900;60.0
06:42:56,800;60.0
06:43:01,500;60.0
06:43:09,400;60.0
06:43:16,600;60.0
06:43:22,200;60.0
06:43:32,400;60.0
06:44:11,700;60.0
06:44:18,400;60.0
06:44:18,800;60.0
06:44:30,800;60.0
06:44:31,500;60.0
06:44:48,100;60.0
06:45:01,600;60.0
06:45:05,400;60.0
06:45:43,300;60.0
06:46:00,200;59.0
06:46:00,600;58.0
06:46:10,700;58.0
06:46:19,200;57.0
06:46:57,400;56.0
06:47:01,300;56.0
06:47:01,600;56.0
06:47:03,200;55.0
06:47:16,500;54.0
06:47:28,600;53.0
06:47:30,600;52.0
06:47:36,300;52.0
06:47:47,800;52.0
06:47:47,900;51.0
06:47:50,800;51.0
06:47:57,200;50.0
06:48:07,400;49.0
06:48:20,600;49.0
06:48:27,900;47.0
06:48:54,0;44.5
06:49:13,300;43.0
06:49:14,500;42.0
06:49:16,600;42.0
06:49:18,300;41.0
06:49:33,100;40.0
06:49:36,500;39.0
06:49:38,0;38.0
06:49:47,300;37.0
06:49:50,200;36.0
06:49:56,200;35.0
06:50:09,600;34.0
06:50:20,900;33.0
06:50:25,100;32.0
06:50:26,0;31.0
06:50:26,400;30.0
06:50:26,900;29.0
06:50:40,900;28.0
06:50:45,900;27.0
06:51:14,500;25.0
06:51:16,600;24.0
06:51:25,100;23.0
06:51:30,800;22.0
06:51:49,700;21.0
06:52:04,400;20.0
06:52:08,600;19.0
06:52:29,300;18.0
06:52:44,700;17.0
06:53:01,800;16.0
06:53:17,500;15.0
06:53:55,600;14.0
06:54:35,100;13.0
06:55:38,0;12.0
06:55:47,0;11.0
06:56:50,400;10.0
06:56:57,700;9.0
06:57:58,100;8.0
06:59:11,100;7.0
07:00:20,100;6.0
07:01:32,300;5.0
07:02:40,700;4.0
07:04:15,900;3.0
07:05:25,0;2.0
07:06:32,700;1.0
