tool_name,nodes,users,Metric,mean_value,std_value
analyzing_data,5,50,cpu_energy,0.0001351583904853,0.0001373307547772
analyzing_data,5,50,gpu_energy,0.0022183102872733,0.0026604769675549
analyzing_data,5,50,ram_energy,0.0002701095330579,0.000275019330705
analyzing_data,5,50,total_energy,0.0026235782108167,0.0030710772283402
create_visualization,5,50,cpu_energy,0.0001518917314211,0.0002525091880511
create_visualization,5,50,gpu_energy,0.0024627183590623,0.0044939354028791
create_visualization,5,50,ram_energy,0.0003123354728629,0.0004992283933928
create_visualization,5,50,total_energy,0.0029269455633463,0.0052455286940983
decide_tool,5,50,cpu_energy,0.0001839394663851,0.0001865523547231
decide_tool,5,50,gpu_energy,0.0030306842960733,0.0035328637032385
decide_tool,5,50,ram_energy,0.000364786357888,0.0003878936445661
decide_tool,5,50,total_energy,0.0035794101203466,0.0041038620669376
lookup_sales_data,5,50,cpu_energy,0.0001719326979778,0.0001852729894831
lookup_sales_data,5,50,gpu_energy,0.0030055135191434,0.0037970163958796
lookup_sales_data,5,50,ram_energy,0.000355683101094,0.0003960214611547
lookup_sales_data,5,50,total_energy,0.0035331293182154,0.0043746850038775
analyzing_data,3,60,cpu_energy,5.1987856323715634e-05,2.0429204037864523e-05
analyzing_data,3,60,gpu_energy,0.0007859939037712,0.0003601724133249
analyzing_data,3,60,ram_energy,0.0001227715569217,4.7457384598540186e-05
analyzing_data,3,60,total_energy,0.0009607533170167,0.0004271830150191
create_visualization,3,60,cpu_energy,3.901100394506426e-05,2.0131908182945223e-05
create_visualization,3,60,gpu_energy,0.0005394165646264,0.0003651792704676
create_visualization,3,60,ram_energy,9.256604211750474e-05,4.6751587485589344e-05
create_visualization,3,60,total_energy,0.000670993610689,0.0004312392613337
decide_tool,3,60,cpu_energy,2.0437870256821227e-05,1.278990569545074e-05
decide_tool,3,60,gpu_energy,0.0002257521705088,0.0002187283632005
decide_tool,3,60,ram_energy,5.1322360178311744e-05,3.0684652834544026e-05
decide_tool,3,60,total_energy,0.0002975124009439,0.0002589973290757
lookup_sales_data,3,60,cpu_energy,2.594486075550145e-05,1.3366561187220145e-05
lookup_sales_data,3,60,gpu_energy,0.000307498303842,0.0002378022929036
lookup_sales_data,3,60,ram_energy,6.445059630675592e-05,3.023096822067481e-05
lookup_sales_data,3,60,total_energy,0.0003978937609043,0.0002781708453303
